1	TCP	1395740822351	1452
2	TCP	1395740822351	0
3	TCP	1395740822353	1452
4	TCP	1395740822356	1452
5	TCP	1395740822356	0
6	TCP	1395740822358	1452
7	TCP	1395740822361	1452
8	TCP	1395740822361	0
9	UDP	1395740822361	1402
10	UDP	1395740822361	1402
11	UDP	1395740822361	1402
12	UDP	1395740822361	20
13	UDP	1395740822361	1402
14	UDP	1395740822361	1402
15	UDP	1395740822361	1402
16	UDP	1395740822361	20
17	UDP	1395740822362	1402
18	UDP	1395740822362	1402
19	UDP	1395740822362	20
20	UDP	1395740822362	1402
21	UDP	1395740822362	1402
22	UDP	1395740822362	20
23	UDP	1395740822362	1402
24	UDP	1395740822362	1402
25	UDP	1395740822362	1402
26	UDP	1395740822362	20
27	UDP	1395740822363	1402
28	UDP	1395740822363	1402
29	UDP	1395740822363	1402
30	UDP	1395740822363	20
31	UDP	1395740822363	1402
32	UDP	1395740822363	1402
33	UDP	1395740822363	20
34	UDP	1395740822363	1402
35	UDP	1395740822363	1402
36	UDP	1395740822363	1402
37	UDP	1395740822363	20
38	UDP	1395740822364	1402
39	UDP	1395740822364	20
40	TCP	1395740822383	7
41	UDP	1395740822383	67
42	UDP	1395740822395	998
43	UDP	1395740822395	20
44	TCP	1395740822408	1452
45	UDP	1395740822409	20
46	TCP	1395740822410	1452
47	TCP	1395740822410	0
48	TCP	1395740822410	412
49	TCP	1395740822415	1452
50	TCP	1395740822415	0
51	TCP	1395740822417	1452
52	UDP	1395740822421	1240
53	UDP	1395740822421	20
54	UDP	1395740822434	1355
55	UDP	1395740822434	20
56	UDP	1395740822446	1355
57	UDP	1395740822446	20
58	UDP	1395740822450	1427
59	UDP	1395740822450	20
60	TCP	1395740822452	1452
61	TCP	1395740822452	0
62	UDP	1395740822454	1427
63	UDP	1395740822454	20
64	UDP	1395740822458	1427
65	UDP	1395740822458	20
66	UDP	1395740822464	1427
67	UDP	1395740822464	20
68	UDP	1395740822469	1427
69	UDP	1395740822469	20
70	UDP	1395740822475	1427
71	UDP	1395740822475	20
72	UDP	1395740822482	1427
73	UDP	1395740822482	1427
74	UDP	1395740822482	20
75	UDP	1395740822482	1427
76	UDP	1395740822482	20
77	UDP	1395740822486	1427
78	UDP	1395740822486	20
79	TCP	1395740822491	1460
80	TCP	1395740822491	1460
81	TCP	1395740822491	0
82	TCP	1395740822491	454
83	UDP	1395740822491	1427
84	UDP	1395740822491	20
85	UDP	1395740822492	1427
86	UDP	1395740822492	20
87	UDP	1395740822493	1427
88	UDP	1395740822493	20
89	UDP	1395740822493	1427
90	UDP	1395740822493	1427
91	UDP	1395740822493	20
92	UDP	1395740822494	1427
93	UDP	1395740822494	20
94	UDP	1395740822494	1427
95	UDP	1395740822494	20
96	UDP	1395740822494	1427
97	UDP	1395740822495	20
98	UDP	1395740822495	1427
99	UDP	1395740822495	20
100	UDP	1395740822496	1427
101	UDP	1395740822496	20
102	UDP	1395740822496	1427
103	UDP	1395740822496	20
104	UDP	1395740822496	1427
105	UDP	1395740822496	20
106	UDP	1395740822497	1427
107	UDP	1395740822497	20
108	UDP	1395740822499	1427
109	UDP	1395740822499	20
110	UDP	1395740822500	1427
111	UDP	1395740822500	20
112	UDP	1395740822500	1427
113	UDP	1395740822500	20
114	UDP	1395740822505	1427
115	UDP	1395740822505	20
116	UDP	1395740822506	1427
117	UDP	1395740822506	20
118	UDP	1395740822506	1427
119	UDP	1395740822506	20
120	UDP	1395740822507	1427
121	UDP	1395740822507	1427
122	UDP	1395740822507	20
123	UDP	1395740822507	1427
124	UDP	1395740822507	20
125	UDP	1395740822508	1427
126	UDP	1395740822508	20
127	UDP	1395740822508	1427
128	UDP	1395740822508	20
129	UDP	1395740822508	1427
130	UDP	1395740822508	20
131	TCP	1395740822509	1452
132	UDP	1395740822510	1427
133	UDP	1395740822510	20
134	TCP	1395740822512	1452
135	TCP	1395740822512	0
136	TCP	1395740822514	1452
137	TCP	1395740822517	1452
138	TCP	1395740822517	0
139	TCP	1395740822519	1452
140	UDP	1395740822520	1427
141	UDP	1395740822520	20
142	TCP	1395740822520	0
143	TCP	1395740822522	1452
144	TCP	1395740822524	1452
145	TCP	1395740822524	0
146	TCP	1395740822526	1452
147	UDP	1395740822565	78
148	TCP	1395740822571	425
149	TCP	1395740822571	0
150	UDP	1395740822581	1355
151	UDP	1395740822581	20
152	TCP	1395740822583	0
153	UDP	1395740822595	1413
154	UDP	1395740822595	20
155	UDP	1395740822608	1413
156	UDP	1395740822608	20
157	UDP	1395740822621	1413
158	UDP	1395740822621	20
159	TCP	1395740822693	0
160	TCP	1395740822721	17
161	TCP	1395740822725	1452
162	TCP	1395740822725	0
163	UDP	1395740822742	1427
164	UDP	1395740822742	20
165	UDP	1395740822744	1427
166	UDP	1395740822744	20
167	UDP	1395740822750	1427
168	UDP	1395740822750	20
169	UDP	1395740822754	1427
170	UDP	1395740822754	20
171	UDP	1395740822758	1427
172	UDP	1395740822758	20
173	UDP	1395740822760	1402
174	UDP	1395740822760	20
175	UDP	1395740822765	1427
176	UDP	1395740822765	20
177	UDP	1395740822765	20
178	UDP	1395740822773	1427
179	UDP	1395740822773	1427
180	UDP	1395740822773	20
181	UDP	1395740822777	1427
182	UDP	1395740822777	1427
183	UDP	1395740822777	20
184	UDP	1395740822780	1427
185	UDP	1395740822780	20
186	UDP	1395740822786	1427
187	UDP	1395740822786	1427
188	UDP	1395740822786	20
189	UDP	1395740822786	1427
190	UDP	1395740822786	20
191	UDP	1395740822787	1427
192	UDP	1395740822787	20
193	UDP	1395740822787	1427
194	UDP	1395740822787	20
195	UDP	1395740822787	1427
196	UDP	1395740822788	20
197	UDP	1395740822788	1427
198	UDP	1395740822788	20
199	UDP	1395740822788	1427
200	UDP	1395740822788	20
201	UDP	1395740822789	1427
202	UDP	1395740822789	20
203	UDP	1395740822790	1427
204	UDP	1395740822790	1427
205	UDP	1395740822790	20
206	UDP	1395740822790	1427
207	UDP	1395740822790	20
208	UDP	1395740822790	1427
209	UDP	1395740822790	20
210	UDP	1395740822794	1427
211	UDP	1395740822794	1427
212	UDP	1395740822794	20
213	UDP	1395740822794	1427
214	UDP	1395740822794	20
215	UDP	1395740822796	1427
216	UDP	1395740822796	20
217	UDP	1395740822797	1427
218	UDP	1395740822797	20
219	UDP	1395740822797	1427
220	UDP	1395740822797	20
221	UDP	1395740822797	1427
222	UDP	1395740822797	20
223	UDP	1395740822804	1427
224	TCP	1395740822804	1460
225	UDP	1395740822804	1427
226	UDP	1395740822804	20
227	UDP	1395740822804	20
228	UDP	1395740822805	1427
229	UDP	1395740822805	20
230	UDP	1395740822805	1427
231	UDP	1395740822805	1427
232	UDP	1395740822805	20
233	UDP	1395740822805	1427
234	UDP	1395740822805	20
235	UDP	1395740822806	1427
236	TCP	1395740822806	1460
237	TCP	1395740822806	0
238	UDP	1395740822806	20
239	TCP	1395740822806	96
240	TCP	1395740822806	0
241	TCP	1395740822806	418
242	UDP	1395740822807	92
243	UDP	1395740822807	20
244	UDP	1395740822807	37
245	UDP	1395740822810	1427
246	UDP	1395740822810	20
247	UDP	1395740822821	1442
248	UDP	1395740822821	20
